Col1,Col2,Col3,Col4,Col5,Col6,Col7,ClassificationLabel
Word286 Word287 Word288 Word39,51418081450,"9,474.00",Word132 Word1183 Word1323,10/31/2018,Word560 Word561 Word612,Doc1,Category_1
Word361 Word132 Word355 Word5,2528,"1,650.00",Word1390 Word319,7/31/2018,Word567 Word672 Word580 Word202 Word545,Doc1,Category_1
Word193 Word311 Word214 Word4 Word7,6210103838,650,Word305 Word1241 Word1193,3/1/2018,Word563 Word132 Word610,NoDoc,Category_2
Word50 Word51 Word4 Word5,1339,"5,372.50",Word130 Word1030,8/31/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word160 Word161 Word61 Word45 Word39,1113-1,"1,440.00",Word61,10/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,3926,"1,304.40",Word785 Word330 Word99 Word764 Word26,3/1/2018,Word567 Word569 Word570,Doc1,Category_1
Word254 Word255 Word5,3044,"16,368.30",Word9 Word255,6/30/2018,Word567 Word650 Word9 Word255,Doc1,Category_1
Word215 Word3 Word4 Word39,92638600,"42,500.00",Word1391 Word791,3/1/2018,Word567 Word582 Word583 Word584 Word585 Word586,Doc1,Category_1
Word16 Word17 Word18 Word7,CS628,270,Word338 Word568 Word650,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word299 Word237 Word7,31726,"21,199.08",Word949 Word991 Word699 Word700 Word699 Word160,4/1/2018,Word571 Word52 Word657 Word646 Word13,NoDoc,Category_1
Word134 Word61 Word45 Word39,ZQMPGBU 2018 UIMTTCBD,"34,128.90",Word689 Word26,12/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word179 Word180 Word181 Word182,HTTTE080118-IIFZ,"44,473.31",Word979 Word836 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word594 Word641,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,154523,576,Word51 Word794 Word562,11/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80R+11,"1,335.00",Word783 Word784 Word201 Word1392,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,VD1845,"1,080.00",Word819 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3858,140.4,Word783 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word362 Word308 Word5,980,"1,624.50",Word9 Word780,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word106 Word107 Word7,83065-3,"5,375.00",Word777 Word699 Word717 Word699 Word911,5/31/2018,Word576 Word118 Word708 Word662,Doc3,Category_1
Word16 Word17 Word18 Word7,3229,"1,293.00",,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word44 Word45 Word46,201806-00045,"2,829,197.98",Word845 Word835 Word46,7/31/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word160 Word161 Word61 Word45 Word39,843-2,336,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,BZ519,"2,800.00",Word785 Word948 Word764 Word26,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,20168,55.12,Word1393 Word932,11/30/2018,Word563 Word575,NoDoc,Category_2
Word113 Word114 Word115 Word7,147668,"2,507.50",Word578 Word791,7/31/2018,Word560 Word561 Word709 Word710 Word338 Word678 Word711,Doc1,Category_1
Word16 Word17 Word18 Word7,2829,882,Word992 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word81 Word82 Word5,157168,911.7,Word1272 Word643,7/31/2018,Word563 Word82 Word9 Word607,NoDoc,Category_1
Word16 Word17 Word18 Word7,FN1727,360,Word941 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word44 Word45 Word46,201811-00046,"8,799,523.59",Word807 Word808 Word46,12/31/2018,Word563 Word575,NoDoc,Category_1
Word6 Word7,10332,520,Word1210 Word1211 Word780 Word659,2/1/2018,Word560 Word561 Word580 Word202 Word545,Doc1,Category_1
Word30 Word31,676132,816,Word826 Word780,9/30/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word38 Word4 Word39,41495314,"4,100.00",Word1021 Word1022 Word659,5/31/2018,Word563 Word121 Word579,NoDoc,Category_1
Word16 Word17 Word18 Word7,JQ538,"2,800.00",Word338 Word330 Word99 Word26,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2246,152.1,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word363 Word364 Word181,476UXTSGZTCPC100218,"2,150,000.00",Word1394 Word745 Word1395,10/31/2018,Word712 Word713 Word714 Word715,NoDoc,Category_1
Word97 Word91 Word4 Word5,18-1862,240,Word123 Word190,5/31/2018,Word563 Word132 Word610,NoDoc,Category_1
Word30 Word31,664517,"6,545.00",Word797 Word190,7/31/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word33 Word34 Word35 Word7,108644-1230,"6,079.32",Word562,9/30/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word273 Word61,513,"5,610.00",Word61,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,GV1703,"3,780.00",Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word113 Word114 Word115 Word7,150923,"3,348.75",Word578 Word794,9/30/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word70 Word47 Word71 Word72 Word7,287399,"12,935.72",Word699 Word830 Word695 Word831 Word808,6/30/2018,Word563 Word598 Word71,NoDoc,Category_1
Word312 Word313 Word314 Word315 Word5,DXR1001941,"259,790.52",Word1246 Word791,11/30/2018,Word560 Word561 Word315 Word638,Doc1,Category_1
Word44 Word45 Word46,201805-00053-ZF0,"2,570,126.23",Word834 Word835 Word46,6/30/2018,Word563 Word250,NoDoc,Category_1
Word365 Word366 Word4 Word7,96187,119.55,Word1133 Word1396,9/30/2018,Word571 Word52 Word372 Word579,NoDoc,Category_6
Word48 Word3 Word4 Word5,CD20183937,546,Word1028 Word9 Word877,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3783,"1,080.00",Word1013,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80H+11,112.5,Word1397 Word785,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word367 Word368 Word369,PYSG171278954,80,Word1398 Word791,5/31/2018,Word563 Word174,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,18841,112.18,Word868,10/31/2018,Word563 Word575,NoDoc,Category_2
Word40 Word41 Word4 Word5,2224,"4,150.00",Word802 Word278,9/30/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word16 Word17 Word18 Word7,NN1007,360,Word785 Word948 Word764 Word26,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word54 Word3 Word4,AIT63285,271.5,Word123 Word809 Word99 Word602,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word216 Word91 Word75 Word44,8671,"34,951.30",Word1037 Word1038 Word727 Word1039,4/1/2017,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,17690,78.23,Word190 Word575,8/31/2018,Word563 Word575,NoDoc,Category_2
Word215 Word3 Word4 Word39,92625846,"5,000.00",Word444 Word56,3/1/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word179 Word180 Word181 Word182,GCXMK09282018,"48,705.93",Word979 Word836 Word694 Word45 Word911 Word808,10/31/2018,Word571 Word52 Word636 Word372 Word575 Word613,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,20282,155.17,Word1399 Word1400 Word575,11/30/2018,Word563 Word575,NoDoc,Category_2
Word129 Word130 Word5,F-0011,400,Word800 Word805,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,14084,72.82,Word1325 Word575,4/30/2018,Word563 Word575,NoDoc,Category_2
Word162 Word7,GCSA14NKI18,"6,161.00",Word846 Word791 Word865 Word909 Word865 Word716,3/1/2018,Word567 Word107,Doc1,Category_1
Word78 Word79 Word11 Word5,G031418-15,40,Word330 Word99 Word764 Word780,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4135,225,Word132 Word255,3/1/2018,Word563 Word132 Word610,NoDoc,Category_1
Word299 Word237 Word7,31707,"20,924.58",Word949 Word991 Word865 Word1074 Word981 Word808,4/1/2018,Word571 Word52 Word657 Word681 Word371 Word13,NoDoc,Category_1
Word50 Word51 Word4 Word5,1219,225,Word123 Word190,7/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word320 Word321 Word4 Word5,10027,"2,650.00",Word1401 Word1402,8/31/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word16 Word17 Word18 Word7,5224,"1,360.80",Word959 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,WU1414,"2,520.00",Word884 Word784,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3138,899.4,Word924 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4612,"1,152.00",Word992 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80T+11,162.5,Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word41 Word49 Word7,3521,"8,280.55",Word562 Word609,10/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word16 Word17 Word18 Word7,4459,"1,329.60",Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word101 Word102 Word103 Word7,110394,"9,323.13",Word1130 Word21 Word931,1/1/2018,Word588 Word568 Word451 Word545,Doc1,Category_1
Word277 Word278 Word23 Word44,53577,"1,997.50",Word562,4/30/2018,Word613 Word99 Word614 Word693 Word319,Doc2,Category_1
Word111 Word112 Word91 Word107 Word7,27002,"7,500.00",Word846 Word791 Word45 Word831 Word700 Word700,2/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word109 Word61 Word7,238,"3,875.00",Word785 Word779 Word99,7/31/2018,Word560 Word611 Word603 Word604 Word605 Word606,Doc1,Category_1
Word8 Word9 Word10 Word11 Word5,4.80U+11,516,Word779 Word258 Word26,12/1/2017,Word567 Word568 Word569 Word570,Doc1,Category_1
Word33 Word34 Word35 Word7,108644-991,"6,817.98",Word562,6/30/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word16 Word17 Word18 Word7,4253,225,Word975 Word976,3/1/2018,Word563 Word132 Word610,NoDoc,Category_1
Word70 Word47 Word71 Word72 Word7,290038,"25,134.03",Word883 Word717 Word980 Word830,8/31/2018,Word563 Word598 Word71,NoDoc,Category_1
Word16 Word17 Word18 Word7,OD123,360,Word794 Word1403,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,155938,329.5,Word51 Word125 Word562,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word38 Word4 Word39,41498355,"3,500.00",Word1171 Word1022 Word794 Word745,6/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word41 Word125 Word34 Word5,4434,"20,040.00",Word1404 Word822 Word1405,5/31/2018,Word567 Word582 Word583 Word584 Word585 Word586,Doc1,Category_1
Word156 Word157 Word7,1719764FBEI,34.64,Word957 Word319,10/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,3186,910.8,Word785 Word330 Word99 Word764 Word26,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-1061,"7,037.73",Word562,7/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,154245,808.68,Word562 Word1406 Word84,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word322 Word323 Word4 Word5,318109,"2,842.39",Word568 Word592,5/31/2018,Word576 Word674 Word675,Doc3,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,15404,50.19,Word575,7/31/2018,Word563 Word575,NoDoc,Category_2
Word16 Word17 Word18 Word7,4255,720,Word1013,3/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word44 Word45 Word46,201811-00046,"8,799,523.59",Word807 Word808 Word46,12/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word367 Word368 Word369,OSKM180105085,480,Word1398 Word791,5/31/2018,Word563 Word174,NoDoc,Category_1
Word284,8075ZXQ,"-1,155.00",Word1407 Word764 Word1038 Word1408,6/30/2018,Word563 Word580 Word202 Word592,NoDoc,Category_1
Word16 Word17 Word18 Word7,3289,"1,394.40",Word61,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,1508,127.4,Word1031 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word59 Word60 Word61 Word5,1135,99,Word1409 Word784 Word780,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65252,105,,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word16 Word17 Word18 Word7,2181,280.8,Word885 Word784 Word785,12/1/2017,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word48 Word3 Word4 Word5,IR20181316,"1,260.00",Word877,8/31/2018,Word560 Word561 Word612,Doc1,Category_1
Word113 Word114 Word115 Word7,147196,935,Word578 Word4,6/30/2018,Word560 Word561 Word315 Word577 Word642 Word644,Doc1,Category_1
Word42 Word43 Word5,8173,"4,560.00",Word1283 Word1284,7/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word16 Word17 Word18 Word7,3261,"1,478.40",Word785 Word330 Word99 Word764 Word26,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word32 Word3 Word4 Word7,2140000992,"142,850.00",Word1410 Word602 Word1411,3/1/2018,Word560 Word561 Word315 Word638,Doc1,Category_1
Word33 Word34 Word35 Word7,108644-871,"1,384.74",Word1412,5/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word263 Word264 Word61 Word5,PE-2410,"3,495.60",Word60 Word99 Word780,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word225 Word9 Word226 Word5,LZUUMS073118,"576,412.20",Word9 Word1413 Word539 Word834 Word845,8/31/2018,Word567 Word650 Word9 Word255,Doc1,Category_1
Word116 Word117 Word118 Word119 Word7,152764,576,Word51 Word791 Word562,6/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,IN1699,"3,780.00",Word1414 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word129 Word130 Word5,H-0007,800,Word1100 Word1415,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word219 Word220 Word34 Word5,1002-1003,"35,539.32",Word846 Word791 Word1062 Word45 Word967 Word911,2/1/2018,Word565 Word566,NoDoc,Category_1
Word16 Word17 Word18 Word7,4528,609.6,Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word101 Word102 Word103 Word7,112395,"38,528.71",Word562 Word21 Word115,6/30/2018,Word576 Word366 Word562,Doc3,Category_1
Word166 Word5,1570,340,Word123 Word190,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,661939,48,Word26 Word569,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3770,"1,329.60",Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word370 Word4 Word313 Word7,29605,300,Word1098 Word1416,2/1/2018,Word571 Word571 Word646 Word571 Word571 Word715,NoDoc,Category_1
Word16 Word17 Word18 Word7,CF1845,"1,080.00",Word819 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,14848,48.59,Word633 Word575,5/31/2018,Word563 Word575,NoDoc,Category_2
Word219 Word220 Word34 Word5,1017,"58,141.24",Word846 Word791 Word45 Word45 Word45 Word981,2/1/2018,Word563 Word220,NoDoc,Category_1
Word308 Word309 Word371 Word372,2015 CR YSJVEGJ,0,Word1417 Word682 Word683 Word371,10/1/2016,Word563 Word682 Word683 Word684,NoDoc,Category_1
Word16 Word17 Word3 Word7,70599,315,Word876 Word1418 Word1419,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word40 Word41 Word4 Word5,2259,"2,800.00",Word802 Word278,9/30/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word58 Word3 Word4 Word5,12712,977.5,Word1420 Word1421,3/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word54 Word3 Word4,NMG69984,420,Word123 Word190,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word3 Word7,72094,216,Word1178 Word902 Word1422,11/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word373 Word374 Word128,1803500238,145,Word890 Word1423 Word1424,2/1/2018,Word571 Word52 Word618 Word619 Word13,NoDoc,Category_1
Word16 Word17 Word18 Word7,2686,737.1,,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word96 Word3 Word4 Word5,64186,180,Word132 Word255,2/1/2018,Word563 Word132 Word610,NoDoc,Category_1
Word16 Word17 Word18 Word7,3636,982.8,Word1014 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word217 Word3 Word10 Word5,DDD091518-1,"4,392.96",Word1281 Word9 Word26,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,6850,270,Word255 Word791,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word70 Word47 Word71 Word72 Word7,290038,"25,134.03",Word883 Word717 Word980 Word830,8/31/2018,Word563 Word598 Word71,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-442,"7,285.96",Word258 Word1425 Word1062 Word872 Word967 Word1062,12/1/2017,Word563 Word174,NoDoc,Category_1
Word54 Word3 Word4,RVG55372,150,Word61,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word38 Word4 Word39,41467856,"6,575.00",Word1021 Word1131 Word659,12/1/2017,Word563 Word121 Word579,NoDoc,Category_1
Word16 Word17 Word18 Word7,HK113,450,Word785 Word650,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word44 Word45 Word46,201806-00045,"2,829,197.98",Word845 Word835 Word46,7/31/2018,Word563 Word598 Word71,NoDoc,Category_1
Word55 Word56 Word57 Word5,52512,"30,390.95",Word56 Word791,6/30/2018,Word560 Word561 Word716 Word717 Word718,Doc1,Category_1
Word113 Word114 Word115 Word7,147408,"5,452.50",Word1274 Word1275,7/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word16 Word17 Word3 Word7,71276,"2,133.00",Word800 Word1426 Word797 Word1427,10/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word74 Word75 Word44 Word5,XZU00128,"-269,111.58",Word840 Word841 Word842 Word843,3/1/2018,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word16 Word17 Word18 Word7,3362,234,Word1428 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-729,"4,504.08",Word193 Word1429 Word700 Word865 Word700 Word694,3/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,11326,110.44,Word575,1/1/2018,Word563 Word575,NoDoc,Category_2
Word16 Word17 Word3 Word7,70800,259.8,Word837 Word705 Word706,6/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word16 Word17 Word18 Word7,2232,"1,249.20",Word1430 Word784 Word785,1/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word96 Word3 Word4 Word5,58212,"23,840.00",Word785 Word569 Word764 Word780,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word375 Word5,1033993722-8,"36,666.66",Word1431 Word45 Word539 Word1128,8/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word113 Word114 Word115 Word7,148117,"8,336.25",Word578 Word791,8/31/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word76 Word77 Word5,52028039,"5,960.00",Word777 Word699 Word45 Word699 Word865,5/31/2018,Word560 Word561 Word107,Doc1,Category_1
Word179 Word180 Word181 Word182,ISQBU080118,"44,473.31",Word330 Word1004 Word1005 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word669 Word573 Word21 Word670,NoDoc,Category_1
Word186 Word4 Word5,11842,"5,500.00",Word1178 Word1432,10/31/2018,Word560 Word561 Word685 Word686 Word687 Word688,Doc1,Category_1
Word153 Word154 Word109 Word155 Word31,070218ZWAAYWXUPWQQPFM,"27,204.50",Word1433,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3230,"1,158.00",Word1053 Word330 Word99 Word764 Word780,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word319 Word315 Word44,40702050-901,"14,553.00",Word702 Word805 Word702 Word822 Word794,5/31/2018,Word560 Word561 Word315 Word638,Doc1,Category_1
Word16 Word17 Word3 Word7,70484,"1,155.00",Word1434 Word1231,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word80 Word3 Word4,A156837,"43,369.00",Word802 Word1032 Word592,10/31/2018,Word567 Word568 Word569 Word295,Doc1,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65425,262.52,Word1435 Word1436,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word19 Word20 Word21 Word22 Word23 Word5,11339,"1,250.69",Word575,1/1/2018,Word563 Word575,NoDoc,Category_2
Word16 Word17 Word18 Word7,DZ1733,630,Word1379 Word785,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word73 Word4 Word5,1804181,104.86,Word1437 Word944,8/31/2018,Word563 Word174,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80F+11,55,Word779 Word258 Word26,8/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word33 Word34 Word35 Word7,108644-1334,"78,179.17",Word562,10/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64765,105,Word944 Word945,12/1/2017,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word113 Word114 Word115 Word7,150942,"10,436.25",Word578 Word794,9/30/2018,Word560 Word561 Word612,Doc1,Category_1
Word70 Word47 Word71 Word72 Word7,280774,"11,979.80",Word967 Word717 Word909 Word808,1/1/2018,Word563 Word598 Word71,NoDoc,Category_1
Word376 Word377 Word44,100060507,"4,386.00",Word13 Word794,10/31/2018,Word52 Word330 Word566,NoDoc,Category_1
